No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
567,植物,zhí wù,botanical; plant; vegetation; CL:种[zhong3],植物,植物需要阳光。,植物は日光を必要とする。,Plants need sunlight.,植物需要阳光和水才能健康地生长。,植物は健康に成長するために日光と水が必要です。
568,直接,zhí jiē,direct; opposite: indirect 间接; immediate; directly; straightforward,直接の,请直接联系我。,直接私に連絡してください。,Please contact me directly.,请直接告诉我你的想法，不用担心别人的意见。,遠慮せずに直接あなたの考えを教えてください。他人の意見は気にしなくていいです。
569,职业,zhí yè,occupation; profession; vocation; professional,職業,他选择了新职业。,彼は新しい職業を選んだ。,He chose a new career.,医生是一个非常重要的职业，需要专业知识。,医者はとても重要な職業で、専門知識が必要です。
570,只好,zhǐ hǎo,without any better option; to have to; to be forced to,やむを得ず,没办法，只好走了。,仕方がない、仕方なく行った。,"There was no way, so I had to leave.",因为下雨了，我们只好取消了今天的计划。,雨が降ったので、私たちは仕方なく今日の予定をキャンセルしました。
571,只要,zhǐ yào,if only; so long as,さえ〜すれば,只要努力就行。,努力さえすればいい。,"As long as you work hard, it's fine.",只要努力学习，成绩一定会提高。,努力して勉強さえすれば、成績は必ず上がります。
572,指,zhǐ,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end,指す,他指着那座山。,彼はあの山を指さした。,He pointed at that mountain.,老师指着黑板，详细解释了这个问题。,先生は黒板を指して、この問題を詳しく説明しました。
573,至少,zhì shǎo,at least; (to say the) least,少なくとも,至少需要三天。,少なくとも三日必要だ。,At least three days are needed.,参加考试的人至少要提前半小时到达考场。,試験に参加する人は少なくとも30分前に試験会場に着かなければなりません。
574,质量,zhì liàng,quality; mass (in physics); CL:个,品質,产品质量很好。,製品の品質はとても良い。,The product quality is very good.,这个产品的质量很好，很多顾客都很满意。,この商品の品質はとても良く、多くの顧客が満足しています。
575,重,zhòng,heavy; serious,重い,这个包很重。,このバッグはとても重い。,This bag is very heavy.,我觉得这个包很重，可能装了太多东西。,このかばんは重いと思います。たくさん物を入れすぎたかもしれません。
576,重点,zhòng diǎn,emphasis; focal point; priority; key; with the emphasis on; focusing on,重点,考试重点很难。,試験の重点は難しい。,The key points of the exam are difficult.,学习这门课程的重点是掌握基础知识。,このコースの重点は基礎知識を習得することです。
577,重视,zhòng shì,to attach importance to sth; to value,重視する,公司重视员工。,会社は従業員を重視している。,The company values its employees.,老师很重视学生的学习态度和努力。,先生は生徒の学習態度と努力をとても重視しています。
578,周围,zhōu wéi,surroundings; environment; to encompass,周囲,周围环境很安静。,周りの環境はとても静かだ。,The surrounding environment is very quiet.,公园的周围有很多漂亮的花和树木。,公園の周りにはたくさんのきれいな花や木があります。
579,主意,zhǔ yi,plan; idea; decision; CL:个,考え,你有什么主意？,何かアイデアはありますか？,Do you have any ideas?,你有什么好主意，可以帮助我们解决问题吗？,何か良いアイデアはありますか？私たちが問題を解決するのに役立ちますか？
580,祝贺,zhù hè,to congratulate; congratulations; CL:个,祝う,祝贺你成功了。,成功おめでとう。,Congratulations on your success.,祝贺你通过了考试，真为你高兴！,試験に合格おめでとう。本当にうれしいです！
581,著名,zhù míng,famous; noted; well-known; celebrated,有名な,他是著名作家。,彼は有名な作家だ。,He is a famous writer.,他是一位著名的作家，写了很多畅销书。,彼は有名な作家で、多くのベストセラーを書きました。
582,专门,zhuān mén,specialist; specialized; customized,専門の,他专门研究历史。,彼は歴史を専門に研究している。,He specializes in studying history.,这家店专门卖各种各样的茶叶和咖啡。,この店は様々なお茶とコーヒーを専門に販売しています。
583,专业,zhuān yè,"specialty; specialized field; main field of study (at university); major; professional; CL:门[men2] ,个",専門的,她有专业知识。,彼女は専門的な知識を持っている。,She has professional knowledge.,她的专业是计算机科学，毕业后找到了好工作。,彼女の専攻はコンピューターサイエンスで、卒業後良い仕事を見つけました。
584,转,zhuǎn,to turn; to change direction; to transfer; to forward (mail);,回す,请把书转给我。,本を私に回してください。,Please pass the book to me.,请你把文件转给负责这个项目的同事。,この書類をこのプロジェクトを担当している同僚に回してください。
585,赚,zhuàn,earn; make a profit,稼ぐ,他赚了很多钱。,彼はたくさんお金を稼いだ。,He earned a lot of money.,他通过自己的努力赚了很多钱。,彼は自分の努力でたくさんのお金を稼ぎました。
586,准确,zhǔn què,accurate; exact; precise,正確な,数据很准确。,データはとても正確だ。,The data is very accurate.,我们需要准确的数据来做这个报告。,この報告を作成するには正確なデータが必要です。
587,准时,zhǔn shí,on time; punctual; on schedule,時間通り,他准时到学校。,彼は時間通りに学校に着いた。,He arrived at school on time.,请大家准时参加明天的会议，不要迟到。,明日の会議にはみんな時間どおりに参加してください、遅れないように。
588,仔细,zǐ xì,careful; attentive; cautious,注意深い,请仔细听讲。,注意深く話を聞いてください。,Please listen carefully.,做事情要仔细，不能马虎大意。,物事は注意深く行い、いい加減にしてはいけません。
589,自然,zì rán,at ease; free from affectation; natural,自然,这是自然现象。,これは自然現象だ。,This is a natural phenomenon.,自然风光非常美丽，吸引了很多游客。,自然の風景は非常に美しく、多くの観光客を惹きつけています。
590,自信,zì xìn,confidence; self-confidence,自信,她很有自信。,彼女はとても自信がある。,She is very confident.,自信是成功的重要因素之一。,自信は成功の重要な要素の一つです。
591,总结,zǒng jié,to sum up; to conclude; summary; resume; CL:个,まとめる,请总结这篇文章。,この記事をまとめてください。,Please summarize this article.,请你总结一下这次会议的主要内容。,この会議の主な内容をまとめてください。
592,租,zū,to rent; to charter; to rent out; to lease out; to hire; rent; land tax,借りる,我租了一辆车。,私は車を一台借りた。,I rented a car.,我打算在市中心租一套公寓住。,私は市の中心部でアパートを借りて住むつもりです。
