No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
1865,妄想,wàng xiǎng,to attempt vainly; a vain attempt,妄想,不要妄想轻易成功。,軽々しく成功を妄想してはいけません。,Do not foolishly expect to succeed easily.,他妄想通过不正当手段快速致富，最终导致了严重的法律问题。,彼は不正な手段で急速に富を得ようと妄想し、最終的に深刻な法的問題を引き起こした。
1866,危机,wēi jī,crisis; CL:个,危機,经济危机影响全球。,経済危機は世界に影響を及ぼしています。,The economic crisis affects the entire world.,面对突如其来的危机，领导层迅速制定了应对方案。,突然の危機に直面し、指導層は迅速に対応策を策定した。
1867,威风,wēi fēng,might; awe-inspiring authority; impressive,威風,军人展现出威风凛凛。,軍人は威風堂々とした姿を示しました。,The soldier displayed a majestic presence.,这位将军气宇轩昂，威风凛凛，令敌人闻风丧胆。,この将軍は風格が堂々として威厳があり、敵を震え上がらせた。
1868,威力,wēi lì,might; formidable power,威力,新技术具有强大威力。,新技術は強大な威力を持っています。,The new technology has powerful capabilities.,这台机器的威力强大，能够高效完成复杂的工业任务。,この機械の威力は強力で、複雑な工業作業を効率よく完了できる。
1869,威望,wēi wàng,prestige,威望,他在业内享有威望。,彼は業界内で威望があります。,He enjoys prestige within the industry.,他在学术界享有极高的威望，许多年轻学者敬仰他。,彼は学術界で非常に高い威望を持ち、多くの若い学者が彼を敬愛している。
1870,威信,wēi xìn,"(of a government, etc.) prestige and public reliance",威信,领导威信不容挑战。,リーダーの威信は挑戦を許しません。,The leader's authority cannot be challenged.,作为领导者，他凭借威信赢得了团队的信任和支持。,リーダーとして、彼は威信によってチームの信頼と支持を勝ち得た。
1871,微不足道,wēi bù zú dào,negligible; insignificant,微小,这些问题微不足道。,これらの問題は取るに足りません。,These problems are insignificant.,与整个工程的投入相比，这笔费用微不足道，不会对预算造成影响。,プロジェクト全体の投資と比較すると、この費用は取るに足らず、予算に影響を与えない。
1872,微观,wēi guān,micro-; sub-atomic,ミクロ,微观结构决定性质。,微細な構造が性質を決定します。,Microscopic structure determines properties.,科学家们通过微观观察揭示了细胞内部复杂的结构和功能。,科学者たちは微視的な観察を通じて細胞内部の複雑な構造と機能を明らかにした。
1873,为难,wéi nán,feel embarrassed or awkward; to make things difficult (for someone); to find things difficult (to do or manage),困る,这样的要求让我为难。,このような要求は私を困らせます。,Such a request puts me in a difficult position.,面对同事的要求，他感到有些为难，不知道该如何拒绝。,同僚の要求に直面し、彼は少し困惑しており、どう断るべきか分からない。
1874,为期,wéi qī,(to be done) by (a certain date); lasting (a certain time),期限,项目为期三个月完成。,プロジェクトは三ヶ月の期間で完成します。,The project will be completed within three months.,这次培训计划为期三个月，旨在提升员工的专业技能。,今回の研修計画は3ヶ月間で、従業員の専門技能向上を目的としている。
1875,唯独,wéi dú,only; just (i.e. it is only that...); all except; unique,唯一,唯独他未能参加会议。,彼だけが会議に参加できませんでした。,Only he was unable to attend the meeting.,唯独他一个人没有参加会议，原因不得而知。,ただ彼一人だけが会議に参加せず、その理由は不明である。
1876,维持,wéi chí,to keep; to maintain; to preserve,維持,维持秩序十分重要。,秩序を維持することは非常に重要です。,Maintaining order is very important.,为了保证设备正常运行，技术人员每天都要维持设备的良好状态。,設備の正常な運用を保証するために、技術者は毎日設備の良好な状態を維持している。
1877,维护,wéi hù,to defend; to safeguard; to protect; to uphold; to maintain,保護,维护环境是共同责任。,環境を守ることは共通の責任です。,Protecting the environment is a shared responsibility.,警方积极维护社会治安，确保居民生活环境的安全稳定。,警察は積極的に社会の治安を維持し、住民の生活環境の安全と安定を確保している。
1878,维生素,wéi shēng sù,vitamin,ビタミン,水果富含维生素C。,果物はビタミンCを豊富に含んでいます。,Fruits are rich in vitamin C.,维生素对人体健康至关重要，缺乏会导致多种疾病。,ビタミンは人体の健康に極めて重要で、不足するとさまざまな病気を引き起こす。
1879,违背,wéi bèi,to violate; to be contrary to,違反,违背规定将受处罚。,規則に違反すると罰せられます。,Violating the rules will result in punishment.,他的行为明显违背了公司的规章制度，必须受到相应处罚。,彼の行為は明らかに会社の規則に違反しており、相応の処罰を受けなければならない。
1880,伪造,wěi zào,to forge; to fake; to counterfeit,偽造,伪造证件是严重犯罪。,証明書の偽造は重大な犯罪です。,Forgery of documents is a serious crime.,为了诈骗，他伪造了大量假证件，最终被警方抓获。,詐欺のために彼は大量の偽造証明書を作成し、最終的に警察に逮捕された。
1881,委托,wěi tuō,to entrust; to trust; to commission,委託,他委托律师处理事务。,彼は弁護士に事務を委託しました。,He entrusted the lawyer to handle affairs.,客户委托我们设计一套完整的品牌推广方案，要求专业且创新。,顧客は私たちに完全なブランドプロモーションプランの設計を委託し、専門的で革新的なものを求めている。
1882,委员,wěi yuán,committee member; committee; council; CL:个,委員,他是委员会委员。,彼は委員会の委員です。,He is a member of the committee.,作为委员会的委员，他积极参与各项决策和讨论工作。,委員会の委員として、彼は積極的に各種の決定や議論に参加している。
1883,卫星,wèi xīng,(space) satellite; CL:颗[ke1],衛星,卫星发射取得成功。,衛星の打ち上げは成功しました。,The satellite launch was successful.,通讯卫星的发射极大地推动了全球信息传递的速度和范围。,通信衛星の打ち上げは、世界中の情報伝達の速度と範囲を大幅に促進した。
1884,喂,wèi,to feed (sb or some animal),もしもし,喂，你听得到吗？,もしもし、聞こえますか？,"Hello, can you hear me?",喂，请问这里是图书馆吗？我想咨询一下开放时间。,もしもし、こちらは図書館でしょうか？開館時間についてお尋ねしたいのですが。
1885,慰问,wèi wèn,"to express sympathy, greetings, consolation etc",慰問,领导亲自慰问灾民。,リーダーは自ら災害被災者を見舞いました。,The leader personally visited and comforted the disaster victims.,领导亲自前往灾区慰问受灾群众，表达了深切的关怀和支持。,指導者は自ら災害地域に赴き、被災者に慰問し、深い思いやりと支援を表明した。
1886,未免,wèi miǎn,unavoidable; a bit too much; over the top (you exaggerate),免れない,此举未免太过冒险。,この行動はあまりにも危険すぎます。,This move is somewhat too risky.,他的说法未免有些夸张，实际情况并没有那么严重。,彼の言い方はやや誇張し過ぎで、実際の状況はそれほど深刻ではない。
