No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
1163,乐器,yuè qì,musical instrument; CL:件[jian4];,楽器,他会弹多种乐器。,彼は多くの楽器を演奏できる。,He can play various musical instruments.,他从小学习多种乐器，钢琴和小提琴弹得尤为出色。,彼は幼い頃から様々な楽器を習い、特にピアノとバイオリンの演奏が優れている。
1164,晕,yūn,confused; dizzy; giddy; faint; swoon; to lose consciousness; to pass out,めまい,我头晕需要休息。,私はめまいがして休む必要がある。,I feel dizzy and need to rest.,长时间站立让我感到头晕，有点儿想晕倒的感觉。,長時間立っているとめまいがして、少し気を失いそうな感じがした。
1165,运气,yùn qi,luck (good or bad),運気,他的运气特别好。,彼は特に運がいい。,He is especially lucky.,这次比赛的胜利完全靠运气，但也展现了团队的努力。,今回の試合の勝利はまったく運気によるものだが、チームの努力も示された。
1166,运输,yùn shū,transport; haulage; transit; CL:个,輸送,货物通过铁路运输。,貨物は鉄道で輸送される。,The goods are transported by railway.,运输过程中要注意货物的安全，防止损坏和丢失。,輸送の過程で荷物の安全に注意し、破損や紛失を防がなければならない。
1167,运用,yùn yòng,to use; to put to use,応用,理论要灵活运用。,理論は柔軟に応用しなければならない。,Theories need to be applied flexibly.,他能够灵活运用所学的知识，解决实际工作中的各种问题。,彼は学んだ知識を柔軟に運用して、実際の仕事のさまざまな問題を解決できる。
1168,灾害,zāi hài,disastrous damage; scourge; CL:个,災害,地震是一种灾害。,地震は一種の災害だ。,An earthquake is a type of disaster.,自然灾害给当地居民带来了严重的经济和生活损失。,自然災害は現地の住民に深刻な経済的・生活的損失をもたらした。
1169,再三,zài sān,over and over again; again and again,何度も,他再三强调安全。,彼は安全を何度も強調した。,He repeatedly emphasized safety.,老师再三强调考试的重要性，提醒学生认真复习准备。,先生は試験の重要性を何度も強調し、生徒に真剣に復習して準備するよう注意した。
1170,在乎,zài hu,to care about; to mind; determined by,気にする,她不在乎别人的看法。,彼女は他人の意見を気にしない。,She doesn't care about others' opinions.,他非常在乎朋友的感受，总是尽力帮助他们解决困难。,彼は友達の気持ちを非常に気にかけており、いつも力を尽くして彼らの困難を解決しようとしている。
1171,在于,zài yú,to be in; to lie in; to consist in; to depend on; to rest with;,～にある,成功在于坚持努力。,成功は努力を続けることにかかっている。,Success depends on persistent effort.,成功与否在于坚持不懈的努力和正确的方法。,成功するかどうかは、不断の努力と正しい方法にかかっている。
1172,赞成,zàn chéng,to approve; to endorse,賛成,大家都赞成这个计划。,みんながこの計画に賛成している。,Everyone agrees with this plan.,大多数员工都赞成公司的新政策，认为它有助于提高效率。,大多数の従業員は会社の新しい方針に賛成しており、それが効率向上に役立つと考えている。
1173,赞美,zàn měi,to admire; to applause; to praise; to eulogize,称賛,老师赞美了他的表现。,先生は彼の成績を褒めた。,The teacher praised his performance.,诗人用优美的语言赞美大自然的壮丽景色。,詩人は美しい言葉で大自然の壮麗な景色を称賛している。
1174,糟糕,zāo gāo,too bad; how terrible; what bad luck; terrible; bad,最悪,糟糕！手机丢了。,最悪だ！携帯電話をなくした。,Terrible! I lost my phone.,昨天的糟糕天气影响了我们的户外计划，只好临时改变行程。,昨日のひどい天気が私たちの屋外計画に影響を与え、急きょ行程を変更せざるを得なかった。
1175,造成,zào chéng,to bring about; to create; to cause,もたらす,污染造成环境问题。,汚染は環境問題を引き起こす。,Pollution causes environmental problems.,不合理的管理制度往往会造成员工的消极情绪和低效率。,不合理な管理制度はしばしば従業員の消極的な感情と低効率を引き起こす。
1176,则,zé,thus; then; standard; norm; rule; to imitate; to follow; principle; classifier for written items (such as an official statement); conjunction used to express contrast with a previous sentence or clause (like 'thus');,～ならば,你努力，则会成功。,あなたが努力すれば、成功するだろう。,"If you work hard, you will succeed.",他喜欢运动则喜欢篮球，不喜欢足球。,彼はスポーツが好きだが、バスケットボールは好きで、サッカーは好きではない。
1177,责备,zé bèi,to blame; to criticize,責める,他责备自己犯错。,彼は自分のミスを責めた。,He blamed himself for the mistake.,经理对员工的失误进行了适当的责备，希望大家引以为戒。,マネージャーは従業員のミスに対して適切に叱責し、みんなが戒めにすることを望んでいる。
1178,摘,zhāi,"to borrow; to take; to pick (flowers, fruit etc); to pluck; to select; to remove; to take off (glasses, hat etc)",摘む,她在花园摘花。,彼女は庭で花を摘んでいる。,She is picking flowers in the garden.,她小心地摘下花园里最美丽的玫瑰，送给了母亲。,彼女は庭で最も美しいバラを慎重に摘み取り、母親に贈った。
1179,窄,zhǎi,narrow; narrow-minded; badly off,狭い,这条路很窄不方便。,この道はとても狭くて不便だ。,This road is very narrow and inconvenient.,这条街道太窄了，车辆通行非常不方便。,この通りはとても狭くて、車の通行が非常に不便だ。
1180,粘贴,zhān tiē,"to stick; to affix; to adhere; to paste (as in cut, copy and paste)",貼る,请把海报粘贴墙上。,ポスターを壁に貼ってください。,Please paste the poster on the wall.,请用鼠标粘贴刚才复制的内容到文档的指定位置。,マウスを使って先ほどコピーした内容を文書の指定された場所に貼り付けてください。
1181,展开,zhǎn kāi,to unfold; to carry out; to be in full swing; to launch,展開する,会议正在展开讨论。,会議は現在議論を進めている。,The meeting is currently underway in discussion.,公司计划明年展开新一轮的市场推广活动，提高品牌知名度。,会社は来年新たなマーケティング活動を展開し、ブランドの知名度を高める計画だ。
1182,展览,zhǎn lǎn,"to put on display; to exhibit; exhibition; show; CL:个,次[ci4]",展示会,美术馆举办画展览。,美術館は絵画展を開催している。,The art museum is holding a painting exhibition.,博物馆正在举办一场古代艺术品的展览，吸引了大量游客参观。,博物館では古代美術品の展覧会が開催され、多くの観光客を引きつけている。
1183,占,zhàn,to take possession of; to occupy; to take up;,占める,这个品牌占市场大份额。,このブランドは市場で大きなシェアを占めている。,This brand holds a large market share.,这个地区占全国农业产量的很大比例，贡献不容忽视。,この地域は国内の農業生産量の大きな割合を占めており、その貢献は無視できない。
